set1,set2,set3,set4,set0
72.784147651482,110.23006281348714,1.5383278143241803,10.923730138907992,0
21.89575846455117,-13.919107666490795,28.538058485520185,-10.803758160904163,0
63.27309597064025,3.8236650189502983,2.3825368430142584,-17.80919352523656,0
-9.691838802878632,8.171363190791112,13.033549712278859,9.597522766330268,0
-14.729215844119022,-7.57830219403084,18.918982597538513,53.09063874474787,0
14.001361617506102,-2.5506917697886955,-21.63898262277986,58.09805484861792,0
28.567538120486667,-8.08910337346492,27.265080381272636,0.5935505436078419,0
34.18694566773408,22.89207050917513,32.28769687905775,29.36040611033407,0
-20.637576299818026,-1.515000078607132,10.373894264136332,28.59981832272987,0
-7.106307212811011,-29.527051806972565,79.88676988044254,39.139702749941954,0
42.9765982689712,16.19763599661792,63.19064159223243,-4.867275431351631,0
-1.4795894859774261,34.56814500654981,-32.46611828407412,-1.5659489812435687,0
93.41541386416804,-15.74449422209813,32.11752172571183,11.043764992949507,0
80.30311891720248,19.798183518211175,53.99693311311047,-0.0790442186914806,0
38.040386978091355,1.23997608383827,85.67875611950356,1.0613442823821426,0
35.89610421454326,74.70147345442427,92.58060782894087,38.01959511212749,0
25.55176846983298,56.33859407366859,12.637367651134477,7.3583892631249554,0
-0.9362195189367064,-18.820262900085222,10.761405177626349,15.705708725294102,0
47.416922540025524,-1.13031894723383,11.013442121231295,30.64873738057794,0
1.9981256473135538,6.939242986525651,57.634861572702114,46.21351357726419,0
37.144698533285805,53.86860149380254,19.25075719077884,7.846809029031558,0
10.28033570720954,30.989085227118014,4.0205785197817265,92.89781760322656,0
-20.289019468640042,1.5436233667276493,8.101428114604417,26.510691658066232,0
-7.854364517809106,38.73341296057588,52.0312003433565,41.218541686526194,0
31.788845364478338,36.01553374074605,0.3185437135947904,76.79580773717288,0
13.281823434360629,27.17992734668443,13.658280441341029,48.82397516133738,0
29.807566125006957,71.5818584216773,-18.628663696089212,30.127937668277315,0
54.16149746508293,-13.205626227019444,-1.5533345415464908,5.036530546493236,0
28.031181113546193,-15.016610863159954,35.121883991612506,-26.80509581721502,0
-12.199771582903875,31.77996276855804,40.999354058397465,-5.088874061636048,0
-3.9840534785441566,22.877157380112884,50.461722916569855,38.1842952389067,0
-18.49488701375113,-35.19530094441322,13.537530566216873,58.19628951988932,0
16.915724427323138,6.543311726118878,-24.991289811033717,12.764190937655382,0
